id,departamento_id,codigo,nombre
1,1,1,Medellin
2,1,2,Abejorral
56,1,321,Guatape
57,1,347,Heliconia
58,1,353,Hispania
59,1,360,Itagui
60,1,361,Ituango
61,1,364,Jardin
62,1,368,Jerico
63,1,376,La Ceja
64,1,380,La Estrella
65,1,390,La Pintada
66,1,400,La Union
67,1,411,Liborina
68,1,425,Maceo
69,1,440,Marinilla
70,1,467,Montebello
71,1,475,Murindo
72,1,480,Mutata
73,1,483,Nariño
74,1,490,Necocli
75,1,495,Nechi
76,1,501,Olaya
77,1,541,Peñol
78,1,543,Peque
79,1,576,Pueblorrico
80,1,579,Puerto Berrio
81,1,585,Puerto Nare (La Magdalena)
82,1,591,Puerto Triunfo
83,1,604,Remedios
84,1,607,Retiro
85,1,615,Rionegro
86,1,628,Sabanalarga
87,1,631,Sabaneta
88,1,642,Salgar
89,1,647,San Andres
90,1,649,San Carlos
91,1,652,San Francisco
92,1,656,San Jeronimo
93,1,658,San Jose De La Montaña
94,1,659,San Juan De Uraba
95,1,660,San Luis
96,1,664,San Pedro
97,1,665,San Pedro De Uraba
98,1,667,San Rafael
99,1,670,San Roque
100,1,674,San Vicente
101,1,679,Santa Barbara
102,1,686,Santa Rosa De Osos
103,1,690,Santo Domingo
104,1,697,Santuario
105,1,736,Segovia
106,1,756,Sonson
107,1,761,Sopetran
108,1,789,Tamesis
109,1,790,Taraza
110,1,792,Tarso
111,1,809,Titiribi
112,1,819,Toledo
113,1,837,Turbo
114,1,842,Uramita
115,1,847,Urrao
116,1,854,Valdivia
117,1,856,Valparaiso
118,1,858,Vegachi
119,1,861,Venecia
120,1,873,Vigia Del Fuerte
121,1,885,Yali
122,1,887,Yarumal
123,1,890,Yolombo
124,1,893,Yondo
125,1,895,Zaragoza
127,2,78,Baranoa
128,2,137,Campo De La Cruz
129,2,141,Candelaria
130,2,296,Galapa
131,2,372,Juan De Acosta
132,2,421,Luruaco
135,2,520,Palmar De Varela
136,2,549,Piojo
137,2,558,Polo Nuevo
138,2,560,Ponedera
139,2,573,Puerto Colombia
140,2,606,Repelon
141,2,634,Sabanagrande
142,2,638,Sabanalarga
143,2,675,Santa Lucia
144,2,685,Santo Tomas
145,2,758,Soledad
146,2,770,Suan
147,2,832,Tubara
148,2,849,Usiacuri
149,3,1,Santa Fe De Bogotá
150,3,1,Usaquen
151,3,2,Chapinero
152,3,3,Santa Fe
153,3,4,San Cristobal
154,3,5,Usme
155,3,6,Tunjuelito
156,3,7,Bosa
157,3,8,Kennedy
158,3,9,Fontibon
159,3,10,Engativa
160,3,11,Suba
161,3,12,Barrios Unidos
162,3,13,Teusaquillo
163,3,14,Martires
164,3,15,Antonio Nariño
165,3,16,Puente Aranda
166,3,17,Candelaria
167,3,18,Rafael Uribe
168,3,19,Ciudad Bolivar
169,3,20,Sumapaz
171,4,6,Achi
172,4,30,Altos Del Rosario
173,4,42,Arenal
174,4,52,Arjona
175,4,62,Arroyohondo
176,4,74,Barranco De Loba
177,4,140,Calamar
178,4,160,Cantagallo
179,4,188,Cicuco
180,4,212,Cordoba
181,4,222,Clemencia
182,4,244,El Carmen De Bolivar
183,4,248,El Guamo
184,4,268,El Peñon
185,4,300,Hatillo De Loba
186,4,430,Magangue
133,2,433,Malambo
134,2,436,Manati
187,4,433,Mahates
188,4,440,Margarita
189,4,442,Maria La Baja
190,4,458,Montecristo
191,4,468,Mompos
192,4,473,Morales
193,4,549,Pinillos
194,4,580,Regidor
195,4,600,Rio Viejo
